IMAGE_ID,LABEL,FONT_ID,WIDTH,HEIGHT
881.jpg,Five Crore Six Lakh,0.ttf,760,150
882.jpg,Eighty Eight Crore Seventy Two Lakh,2.ttf,1400,150
883.jpg,Thirty Five Crore Ninety Nine Lakh,0.ttf,1360,150
884.jpg,Sixty Two Crore Seventy One Lakh,1.ttf,1280,150
885.jpg,Eighty Thousand Six Hundred and Seventy Five,0.ttf,1760,150
886.jpg,Three Thousand Seven Hundred and Ninety,0.ttf,1560,150
887.jpg,Sixty Thousand One Hundred and Seventy One,3.ttf,1680,150
888.jpg,Seventy Two Thousand Eight Hundred and Eighty Seven,2.ttf,2040,150
889.jpg,Eleven Thousand Four Hundred and Nine,3.ttf,1480,150
890.jpg,Fifty Five Thousand Three Hundred and Ninety Four,2.ttf,1960,150
891.jpg,Thirty Nine Thousand One Hundred and Twenty Seven,2.ttf,1960,150
892.jpg,Eighty Eight Crore Twelve Lakh,2.ttf,1200,150
893.jpg,Ninety Six Thousand Three Hundred and Forty Two,1.ttf,1880,150
894.jpg,Sixty Seven Thousand and Twenty Two,1.ttf,1400,150
895.jpg,Forty Four Thousand Three Hundred and Sixty Five,2.ttf,1920,150
896.jpg,Six Crore Forty Lakh,3.ttf,800,150
897.jpg,Seventy Three Crore Fifty Five Lakh,1.ttf,1400,150
898.jpg,Forty Eight Crore Sixty One Lakh,3.ttf,1280,150
899.jpg,Ninety Thousand Five Hundred and Eighty One,2.ttf,1720,150
900.jpg,Forty Seven Crore Forty Five Lakh,3.ttf,1320,150
901.jpg,Three Crore One Lakh,2.ttf,800,150
902.jpg,Seventy Nine Thousand Nine Hundred and Thirty Nine,3.ttf,2000,150
903.jpg,Eighty Seven Crore Sixty Two Lakh,1.ttf,1320,150
904.jpg,Twenty Four Crore Nine Lakh,3.ttf,1080,150
905.jpg,Eighty Eight Thousand Seven Hundred and Thirty Four,2.ttf,2040,150
906.jpg,Sixty Nine Crore Seventy Lakh,1.ttf,1160,150
907.jpg,Twenty Three Crore Thirty Three Lakh,0.ttf,1440,150
908.jpg,Thirty Six Crore Seventy Three Lakh,3.ttf,1400,150
909.jpg,Fifty Five Thousand Seven Hundred and Twenty Eight,1.ttf,2000,150
910.jpg,Twenty Seven Thousand Two Hundred and Seventy,3.ttf,1800,150
911.jpg,Twenty Seven Thousand Six Hundred and Fifty Seven,2.ttf,1960,150
912.jpg,Five Crore Ninety Two Lakh,3.ttf,1040,150
913.jpg,Ninety Four Thousand Seven Hundred and Sixty Seven,3.ttf,2000,150
914.jpg,Seventy Five Crore Eighty Nine Lakh,1.ttf,1400,150
915.jpg,Ninety Thousand Eight Hundred and Eighty,0.ttf,1600,150
916.jpg,Thirty Two Thousand Seven Hundred and Forty Two,3.ttf,1880,150
917.jpg,Eighty Eight Thousand and Thirty Four,0.ttf,1480,150
918.jpg,Three Hundred and Forty Two,3.ttf,1080,150
919.jpg,Eighty Six Thousand Eight Hundred,0.ttf,1320,150
920.jpg,Ninety Eight Thousand Four Hundred and Seventy Three,1.ttf,2080,150
921.jpg,Forty Crore Twenty Six Lakh,0.ttf,1080,150
922.jpg,Twenty Four Thousand Four Hundred and Sixty Seven,2.ttf,1960,150
923.jpg,Eleven Thousand Two Hundred and Twelve,2.ttf,1520,150
924.jpg,Eighty One Crore Forty One Lakh,0.ttf,1240,150
925.jpg,Fifty Four Thousand Two Hundred and Ninety Three,2.ttf,1920,150
926.jpg,Ninety Thousand Five Hundred and Forty One,1.ttf,1680,150
927.jpg,Sixty Six Crore Seventy Six Lakh,3.ttf,1280,150
928.jpg,Twenty Three Crore Ninety Three Lakh,3.ttf,1440,150
929.jpg,Ninety Seven Crore Seventy Two Lakh,2.ttf,1400,150
930.jpg,Ninety Seven Crore Thirty Eight Lakh,1.ttf,1440,150
931.jpg,Fifty Six Thousand Six Hundred and Ten,3.ttf,1520,150
932.jpg,Ninety Five Thousand One Hundred and Forty One,3.ttf,1840,150
933.jpg,Ninety Six Crore Eight Lakh,0.ttf,1080,150
934.jpg,Forty Nine Thousand Four Hundred and Thirty Three,1.ttf,1960,150
935.jpg,Thirteen Thousand Nine Hundred and Twenty Three,2.ttf,1880,150
936.jpg,Twenty Nine Thousand Five Hundred and Seventy One,1.ttf,1960,150
937.jpg,Twenty Five Thousand Six Hundred and Forty Eight,2.ttf,1920,150
938.jpg,Seventy Six Crore Fifteen Lakh,2.ttf,1200,150
939.jpg,Thirty Nine Thousand Four Hundred and Fifty Six,3.ttf,1880,150
940.jpg,Two Thousand Eight Hundred and Forty Six,3.ttf,1600,150
941.jpg,Nine Crore Ninety Four Lakh,1.ttf,1080,150
942.jpg,Sixty Seven Crore Thirty Seven Lakh,2.ttf,1400,150
943.jpg,Sixteen Thousand One Hundred and Forty Three,1.ttf,1760,150
944.jpg,Twenty Thousand Two Hundred and Twenty Nine,3.ttf,1720,150
945.jpg,Sixty Four Thousand Three Hundred and Fifty Four,0.ttf,1920,150
946.jpg,One Crore Seventy Seven Lakh,0.ttf,1120,150
947.jpg,Seventy Two Crore Eighty Nine Lakh,1.ttf,1360,150
948.jpg,Ninety Four Crore Ninety Six Lakh,0.ttf,1320,150
949.jpg,Fifty Nine Thousand Three Hundred and Twenty Three,0.ttf,2000,150
950.jpg,Sixty Six Crore,3.ttf,600,150
951.jpg,Fifty Nine Thousand Three Hundred and Sixty Three,3.ttf,1960,150
952.jpg,Thirty Seven Thousand Six Hundred and Ninety Three,2.ttf,2000,150
953.jpg,Seven Crore Thirteen Lakh,2.ttf,1000,150
954.jpg,Four Crore Seventy Two Lakh,3.ttf,1080,150
955.jpg,Eighty One Thousand and Sixty,0.ttf,1160,150
956.jpg,Forty Two Crore Thirty One Lakh,0.ttf,1240,150
957.jpg,Nineteen Crore Thirty One Lakh,1.ttf,1200,150
958.jpg,Eighty Four Thousand Three Hundred and Thirty One,1.ttf,1960,150
959.jpg,Thirty Four Crore Thirteen Lakh,0.ttf,1240,150
960.jpg,Ninety Thousand Four Hundred and Forty Two,0.ttf,1680,150
961.jpg,Eleven Thousand Eight Hundred and Forty Five,3.ttf,1760,150
962.jpg,Sixty Three Crore Fifty Seven Lakh,2.ttf,1360,150
963.jpg,Twenty Five Thousand Two Hundred and Thirty,1.ttf,1720,150
964.jpg,Seven Crore Ninety Eight Lakh,1.ttf,1160,150
965.jpg,Eighty Thousand Five Hundred and Sixty,1.ttf,1520,150
966.jpg,Eighty Four Crore Forty Seven Lakh,0.ttf,1360,150
967.jpg,Seventy Two Crore Ninety Four Lakh,3.ttf,1360,150
968.jpg,Ninety Seven Crore Seventy Two Lakh,2.ttf,1400,150
969.jpg,Forty One Thousand Three Hundred and Ninety Seven,0.ttf,1960,150
970.jpg,Ninety Eight Thousand Six Hundred and Twenty Five,0.ttf,1960,150
971.jpg,Thirty Three Crore Forty One Lakh,3.ttf,1320,150
972.jpg,Thirteen Crore Seven Lakh,1.ttf,1000,150
973.jpg,Ninety Five Thousand One Hundred and Forty Four,2.ttf,1880,150
974.jpg,Seventy Five Thousand Nine Hundred and Eighty One,3.ttf,1960,150
975.jpg,Eight Hundred and Fifty Eight,1.ttf,1160,150
976.jpg,Twenty Crore Fifty Eight Lakh,1.ttf,1160,150
977.jpg,Two Crore Ninety Eight Lakh,1.ttf,1080,150
978.jpg,Fifty One Thousand Seven Hundred and Fifty Two,0.ttf,1840,150
979.jpg,Fifty Five Crore Forty Nine Lakh,3.ttf,1280,150
980.jpg,Eighteen Crore Seven Lakh,1.ttf,1000,150
981.jpg,Thirty Thousand One Hundred and Six,3.ttf,1400,150
982.jpg,Twenty Nine Thousand Two Hundred and Forty Six,2.ttf,1840,150
983.jpg,Sixty Nine Thousand Nine Hundred and Seventy Four,0.ttf,1960,150
984.jpg,Two Thousand Nine Hundred and Fifty Four,1.ttf,1600,150
985.jpg,Forty Six Thousand Three Hundred and Eighty,2.ttf,1720,150
986.jpg,Eleven Crore Seventy Nine Lakh,2.ttf,1200,150
987.jpg,Fifty Four Crore Eighty Two Lakh,3.ttf,1280,150
988.jpg,Eighty Seven Crore Sixty Six Lakh,3.ttf,1320,150
989.jpg,Sixty Three Thousand Three Hundred and Eleven,1.ttf,1800,150
990.jpg,Sixty Six Crore Twenty Eight Lakh,1.ttf,1320,150
991.jpg,Ninety Thousand Nine Hundred and Thirty Four,1.ttf,1760,150
992.jpg,Four Thousand Three Hundred and Thirty Four,3.ttf,1720,150
993.jpg,Five Crore Six Lakh,0.ttf,760,150
994.jpg,Fifty Two Crore Twenty Seven Lakh,3.ttf,1320,150
995.jpg,Eighty Thousand Seven Hundred and Sixty Five,3.ttf,1760,150
996.jpg,Twenty Five Thousand Four Hundred and Sixty Eight,2.ttf,1960,150
997.jpg,Ninety Five Crore Fifty Seven Lakh,0.ttf,1360,150
998.jpg,Twenty Three Crore Twelve Lakh,2.ttf,1200,150
999.jpg,Thirty Thousand Six Hundred and Sixty Eight,0.ttf,1720,150
1000.jpg,Ninety Three Thousand Seven Hundred and Twenty Five,0.ttf,2040,150
1001.jpg,Twelve Thousand Nine Hundred and Two,3.ttf,1440,150
1002.jpg,Forty Four Thousand Three Hundred and Twenty Seven,0.ttf,2000,150
1003.jpg,Ninety Seven Thousand Seven Hundred and Seventy Nine,1.ttf,2080,150
1004.jpg,Twenty Two Thousand Three Hundred and Forty One,0.ttf,1880,150
1005.jpg,Fifty Nine Thousand Three Hundred and Five,2.ttf,1680,150
1006.jpg,Seventy Two Thousand Five Hundred and Forty Five,1.ttf,1920,150
1007.jpg,Ninety Five Thousand Two Hundred and Twenty Two,2.ttf,1880,150
1008.jpg,Seventeen Crore Eighty Five Lakh,1.ttf,1280,150
1009.jpg,Twenty Eight Thousand Four Hundred and Ninety One,2.ttf,1960,150
1010.jpg,Ninety Five Crore Eighty Five Lakh,3.ttf,1360,150
1011.jpg,Seventy Five Thousand and Ninety,3.ttf,1280,150
1012.jpg,Twelve Crore Eighty Two Lakh,2.ttf,1120,150
1013.jpg,Seventy Four Thousand One Hundred and Eighty Five,1.ttf,1960,150
1014.jpg,Ninety Eight Thousand Five Hundred and Thirty Three,2.ttf,2040,150
1015.jpg,Thirty Seven Crore Ninety Five Lakh,1.ttf,1400,150
1016.jpg,Ninety Two Thousand Nine Hundred and Three,2.ttf,1680,150
1017.jpg,Thirty Three Crore Fifty One Lakh,3.ttf,1320,150
1018.jpg,Twenty Seven Thousand and Sixty Four,2.ttf,1440,150
1019.jpg,Twenty Six Crore Forty Three Lakh,0.ttf,1320,150
1020.jpg,Seventy One Thousand and Fifty Four,2.ttf,1400,150
1021.jpg,Eighty Nine Thousand Two Hundred and Seventy,3.ttf,1760,150
1022.jpg,Seventy One Crore Ten Lakh,3.ttf,1040,150
1023.jpg,Thirty Two Thousand Three Hundred and Thirteen,1.ttf,1840,150
1024.jpg,Ninety Five Crore Ninety Six Lakh,1.ttf,1320,150
1025.jpg,Fifteen Crore Thirty Seven Lakh,3.ttf,1240,150
1026.jpg,Ninety Crore Seventeen Lakh,3.ttf,1080,150
1027.jpg,Forty Crore Twenty One Lakh,0.ttf,1080,150
1028.jpg,Seventy Four Thousand One Hundred and Forty Six,3.ttf,1880,150
1029.jpg,Thirty Nine Thousand Seven Hundred and Ten,1.ttf,1680,150
1030.jpg,Sixty Six Thousand One Hundred and Thirty Two,3.ttf,1800,150
1031.jpg,Twenty Crore Thirty Two Lakh,2.ttf,1120,150
1032.jpg,Seventy Two Crore Forty Six Lakh,3.ttf,1280,150
1033.jpg,Eighty Four Crore Eighty Nine Lakh,2.ttf,1360,150
1034.jpg,Ninety One Thousand Eight Hundred and Seventy One,0.ttf,1960,150
1035.jpg,Thirteen Thousand Six Hundred and Forty Seven,2.ttf,1800,150
1036.jpg,Forty Six Thousand Two Hundred and Forty Seven,2.ttf,1840,150
1037.jpg,Seventy Five Thousand Seven Hundred and Fifty,0.ttf,1800,150
1038.jpg,Forty Two Crore Forty Seven Lakh,1.ttf,1280,150
1039.jpg,Fifty Eight Thousand Three Hundred and Thirty One,2.ttf,1960,150
1040.jpg,Seventy Six Crore Forty Four Lakh,3.ttf,1320,150
1041.jpg,Seventy Crore Fifty Four Lakh,0.ttf,1160,150
1042.jpg,Fifty Seven Crore Seventy Eight Lakh,1.ttf,1440,150
1043.jpg,Thirty Nine Thousand One Hundred and Eighty Nine,1.ttf,1920,150
1044.jpg,Forty Three Thousand Five Hundred and Seventy One,3.ttf,1960,150
1045.jpg,Sixty Nine Thousand Nine Hundred and Seventy Eight,1.ttf,2000,150
1046.jpg,Seventy Four Crore Eighty Lakh,3.ttf,1200,150
1047.jpg,Twenty Eight Crore Eighty Eight Lakh,3.ttf,1440,150
1048.jpg,Eighty Eight Thousand Nine Hundred and Fifty Six,3.ttf,1920,150
1049.jpg,Sixty Five Crore Thirty Five Lakh,2.ttf,1320,150
1050.jpg,Twenty Four Thousand Eight Hundred and Seventeen,1.ttf,1920,150
1051.jpg,Fifty Nine Crore Sixty Six Lakh,0.ttf,1240,150
1052.jpg,Nineteen Thousand Five Hundred and Seventy Nine,1.ttf,1880,150
1053.jpg,Four Thousand and Twenty Four,1.ttf,1160,150
1054.jpg,Twenty Eight Thousand and Sixty One,1.ttf,1400,150
1055.jpg,Ninety Five Crore Forty Two Lakh,2.ttf,1280,150
1056.jpg,Seventy Thousand Two Hundred and Forty Eight,0.ttf,1760,150
1057.jpg,Twenty Seven Thousand Four Hundred and Six,2.ttf,1680,150
1058.jpg,Fifty Six Thousand Three Hundred and Eight,3.ttf,1680,150
1059.jpg,Sixty Eight Crore Thirty Eight Lakh,3.ttf,1400,150
1060.jpg,Four Thousand Five Hundred and Twelve,2.ttf,1480,150
1061.jpg,Ninety Two Thousand Eight Hundred and Four,1.ttf,1680,150
1062.jpg,Thirty Crore Fifty Five Lakh,2.ttf,1120,150
1063.jpg,Sixty Crore Ninety One Lakh,2.ttf,1080,150
1064.jpg,Twenty Thousand and Eighty Six,0.ttf,1200,150
1065.jpg,Two Thousand Six Hundred and Forty One,1.ttf,1520,150
1066.jpg,Six Thousand Three Hundred and Fifty Five,0.ttf,1640,150
1067.jpg,Thirty Eight Thousand Six Hundred and Sixty Three,3.ttf,1960,150
1068.jpg,Sixty Crore Ninety Eight Lakh,3.ttf,1160,150
1069.jpg,Twenty One Crore Ninety Six Lakh,3.ttf,1280,150
1070.jpg,Six Thousand and Thirty Nine,1.ttf,1120,150
1071.jpg,Seventy Five Thousand Four Hundred and Forty Seven,2.ttf,2000,150
1072.jpg,Eighty Eight Crore Thirty Nine Lakh,2.ttf,1400,150
1073.jpg,Twenty Seven Thousand Four Hundred and Seventy Eight,3.ttf,2080,150
1074.jpg,Forty Nine Thousand One Hundred and Thirty One,1.ttf,1840,150
1075.jpg,Eighty Thousand Three Hundred and Ninety Four,3.ttf,1800,150
1076.jpg,Thirty Nine Thousand One Hundred and Twenty Nine,2.ttf,1920,150
1077.jpg,Twenty Five Crore Ninety Eight Lakh,0.ttf,1400,150
1078.jpg,Fifteen Thousand Five Hundred and Two,0.ttf,1480,150
1079.jpg,Thirty Four Thousand Six Hundred and Forty Five,2.ttf,1880,150
1080.jpg,Twenty Crore Eighty One Lakh,2.ttf,1120,150
1081.jpg,Fifteen Thousand Three Hundred and Eighty Seven,0.ttf,1880,150
1082.jpg,Seventy Four Crore Eighty Four Lakh,0.ttf,1400,150
1083.jpg,Thirteen Thousand Nine Hundred and Sixty Five,0.ttf,1800,150
1084.jpg,Seventy Seven Thousand and Ninety Five,1.ttf,1520,150
1085.jpg,Twenty Thousand Four Hundred and Fifty Three,3.ttf,1760,150
1086.jpg,One Thousand Six Hundred and Sixteen,0.ttf,1440,150
1087.jpg,Thirty Six Crore Thirty Two Lakh,2.ttf,1280,150
1088.jpg,Nine Crore Thirty Two Lakh,0.ttf,1040,150
1089.jpg,Thirty Nine Crore Twenty Eight Lakh,2.ttf,1400,150
1090.jpg,Eighty Three Crore Thirteen Lakh,3.ttf,1280,150
1091.jpg,Twenty Thousand and Seventeen,1.ttf,1160,150
1092.jpg,Forty Five Crore Seven Lakh,3.ttf,1080,150
1093.jpg,Forty Six Thousand Five Hundred and Ninety Five,0.ttf,1880,150
1094.jpg,Fifty Seven Crore Twenty Four Lakh,2.ttf,1360,150
1095.jpg,Eighty Nine Crore Fifty Eight Lakh,0.ttf,1360,150
1096.jpg,Fifteen Crore Forty Two Lakh,3.ttf,1120,150
1097.jpg,Seventy Seven Crore Seventy Three Lakh,3.ttf,1520,150
1098.jpg,Twenty Five Crore Forty Six Lakh,0.ttf,1280,150
1099.jpg,Thirty Three Crore Sixty Seven Lakh,3.ttf,1400,150
1100.jpg,Twelve Thousand Eight Hundred and Sixty One,0.ttf,1720,150
1101.jpg,Four Crore Seventy Two Lakh,1.ttf,1080,150
1102.jpg,Fifty Eight Thousand Two Hundred and Fifteen,1.ttf,1760,150
1103.jpg,Thirty Five Thousand Six Hundred and Sixty Two,2.ttf,1840,150
1104.jpg,Twenty Two Crore Three Lakh,2.ttf,1080,150
1105.jpg,Ninety Nine Thousand Four Hundred and Eighty Five,3.ttf,1960,150
1106.jpg,Eighty Nine Thousand Five Hundred and Fifty,0.ttf,1720,150
1107.jpg,Forty Crore Twenty Nine Lakh,2.ttf,1120,150
1108.jpg,Thirty Five Thousand Four Hundred and Fifteen,0.ttf,1800,150
1109.jpg,Fifty Four Thousand Five Hundred and Eighty Six,3.ttf,1880,150
1110.jpg,Sixty Eight Thousand Five Hundred and Forty Eight,1.ttf,1960,150
1111.jpg,Twenty Eight Thousand Nine Hundred and Fifty,0.ttf,1760,150
1112.jpg,Sixty Nine Crore Four Lakh,0.ttf,1040,150
1113.jpg,Twenty Nine Crore Fifteen Lakh,3.ttf,1200,150
1114.jpg,Forty Thousand Nine Hundred and Forty Nine,0.ttf,1680,150
1115.jpg,Fifty Five Thousand Seven Hundred and Thirty Four,3.ttf,1960,150
1116.jpg,Twelve Crore Eighty Three Lakh,1.ttf,1200,150
1117.jpg,Sixty Eight Crore Seventy Five Lakh,2.ttf,1400,150
1118.jpg,Forty Seven Thousand Nine Hundred and Eighty Three,0.ttf,2000,150
1119.jpg,Thirty Eight Thousand Six Hundred and Fifteen,2.ttf,1800,150
1120.jpg,Seventy Eight Crore Ninety Four Lakh,1.ttf,1440,150
1121.jpg,Eighty Eight Thousand One Hundred and Seventy One,1.ttf,1960,150
1122.jpg,Sixty Crore Sixty Nine Lakh,0.ttf,1080,150
1123.jpg,Eighteen Crore Seventeen Lakh,2.ttf,1160,150
1124.jpg,Ninety One Thousand One Hundred and Seventy Two,1.ttf,1880,150
1125.jpg,Twenty Six Crore Eleven Lakh,3.ttf,1120,150
1126.jpg,Nineteen Thousand Two Hundred and Forty Two,2.ttf,1720,150
1127.jpg,Sixty Two Crore Ninety Five Lakh,2.ttf,1280,150
1128.jpg,Twenty Four Crore Sixty Five Lakh,1.ttf,1320,150
1129.jpg,Twenty Eight Thousand One Hundred and Fifty Six,1.ttf,1880,150
1130.jpg,Ninety Seven Crore Five Lakh,3.ttf,1120,150
1131.jpg,Eighty Five Crore One Lakh,1.ttf,1040,150
1132.jpg,Twenty Six Thousand and Six,3.ttf,1080,150
1133.jpg,Eighty One Thousand Two Hundred and Eighteen,3.ttf,1760,150
1134.jpg,Forty Two Crore One Lakh,3.ttf,960,150
1135.jpg,Twenty Crore Ninety One Lakh,0.ttf,1120,150
1136.jpg,Seventy Five Thousand Nine Hundred and Thirty,2.ttf,1800,150
1137.jpg,Thirty Two Thousand Five Hundred and Sixty One,2.ttf,1840,150
1138.jpg,Sixty Crore Eighty Three Lakh,1.ttf,1160,150
1139.jpg,Fifty Four Thousand Three Hundred and Four,0.ttf,1680,150
1140.jpg,Twenty Two Thousand One Hundred and Thirty,3.ttf,1680,150
1141.jpg,Forty Nine Thousand Six Hundred and Ninety Three,0.ttf,1920,150
1142.jpg,Sixty Four Crore Thirty Three Lakh,2.ttf,1360,150
1143.jpg,Seventy Thousand Six Hundred and Thirty Four,3.ttf,1760,150
1144.jpg,Twenty Five Crore Eighty Three Lakh,0.ttf,1400,150
1145.jpg,Forty Nine Thousand Five Hundred and Seventeen,0.ttf,1840,150
1146.jpg,Forty Nine Thousand Six Hundred and Sixty Three,0.ttf,1880,150
1147.jpg,Three Crore Twenty Eight Lakh,0.ttf,1160,150
1148.jpg,Forty One Thousand Six Hundred and Fifty Five,1.ttf,1800,150
1149.jpg,Sixty Three Crore Seventy Nine Lakh,2.ttf,1400,150
1150.jpg,Thirty Two Thousand Five Hundred and Forty One,3.ttf,1840,150
1151.jpg,Fourteen Crore Three Lakh,1.ttf,1000,150
1152.jpg,Eighty Thousand One Hundred and Two,1.ttf,1400,150
1153.jpg,Seventy One Thousand Nine Hundred and Seventy,2.ttf,1800,150
1154.jpg,Eighty Nine Thousand Seven Hundred and Fifty Two,3.ttf,1920,150
1155.jpg,Thirty Six Thousand and Sixty Four,3.ttf,1360,150
1156.jpg,Sixty Six Crore Fifty Nine Lakh,2.ttf,1240,150
1157.jpg,Twelve Thousand Six Hundred and Ninety,0.ttf,1520,150
1158.jpg,Six Thousand Three Hundred and Ten,1.ttf,1360,150
1159.jpg,Eighty Nine Crore Twenty Eight Lakh,2.ttf,1400,150
1160.jpg,Eighty Seven Thousand One Hundred and Twelve,1.ttf,1760,150
1161.jpg,Seventy Six Thousand Eight Hundred and Thirty,1.ttf,1800,150
1162.jpg,Ninety One Thousand and Ninety Two,1.ttf,1360,150
1163.jpg,Fifty Seven Crore Twelve Lakh,0.ttf,1160,150
1164.jpg,Sixty Crore Seventy Lakh,3.ttf,960,150
1165.jpg,Eighty Six Crore Forty Four Lakh,0.ttf,1280,150
1166.jpg,Twelve Crore Thirty Three Lakh,0.ttf,1200,150
1167.jpg,Forty Five Crore Forty One Lakh,3.ttf,1240,150
1168.jpg,Sixty Nine Thousand Three Hundred and Forty Four,1.ttf,1920,150
1169.jpg,Ninety One Thousand Nine Hundred and Forty One,1.ttf,1840,150
1170.jpg,Fifty Two Crore Twenty Six Lakh,0.ttf,1240,150
1171.jpg,Eleven Thousand One Hundred and Thirty Nine,0.ttf,1720,150
1172.jpg,Ninety One Crore Eleven Lakh,0.ttf,1120,150
1173.jpg,Ninety Thousand One Hundred and Sixty Six,3.ttf,1640,150
1174.jpg,Seventy Thousand Eight Hundred and Fifty Nine,3.ttf,1800,150
1175.jpg,Thirty Five Crore Thirty Three Lakh,0.ttf,1400,150
1176.jpg,Eighty One Crore Fifty Nine Lakh,3.ttf,1280,150
1177.jpg,Fifty Five Crore Fifty Eight Lakh,2.ttf,1320,150
1178.jpg,Fifty Three Crore Eighty Three Lakh,2.ttf,1400,150
1179.jpg,Eighty Four Crore Ninety Five Lakh,0.ttf,1360,150
1180.jpg,Eighty Nine Crore Eight Lakh,0.ttf,1120,150
1181.jpg,Ninety Seven Thousand and Thirteen,2.ttf,1360,150
1182.jpg,Fourteen Crore Twenty Eight Lakh,2.ttf,1280,150
1183.jpg,Sixty Four Crore Fifty Six Lakh,2.ttf,1240,150
1184.jpg,Twenty Four Crore Thirty Three Lakh,3.ttf,1400,150
1185.jpg,Seventy Nine Thousand Six Hundred and Sixty Two,0.ttf,1880,150
1186.jpg,Sixty Eight Thousand One Hundred and Thirty Eight,0.ttf,1960,150
1187.jpg,Thirty Two Crore Twenty Four Lakh,2.ttf,1320,150
1188.jpg,Twenty Crore Seventy Five Lakh,1.ttf,1200,150
1189.jpg,Fifty Nine Crore Twenty Three Lakh,2.ttf,1360,150
1190.jpg,Seventy Five Crore Fifty Seven Lakh,2.ttf,1400,150
1191.jpg,Sixty Five Thousand Three Hundred and Ninety Five,1.ttf,1960,150
1192.jpg,Nine Crore Forty Six Lakh,2.ttf,1000,150
1193.jpg,Eighty Six Crore Sixty Lakh,1.ttf,1080,150
1194.jpg,Forty Six Thousand Nine Hundred and Seventy One,2.ttf,1880,150
1195.jpg,Sixty Six Crore Twenty Two Lakh,0.ttf,1240,150
1196.jpg,Twelve Thousand Two Hundred and Eight,0.ttf,1480,150
1197.jpg,Ninety Eight Thousand and Thirty Eight,1.ttf,1520,150
1198.jpg,Sixty Two Thousand One Hundred and Thirty Four,3.ttf,1840,150
1199.jpg,Ninety Nine Crore Sixty Nine Lakh,3.ttf,1320,150
1200.jpg,Thirty Seven Thousand Eight Hundred and Five,1.ttf,1760,150
1201.jpg,Twenty Eight Thousand Six Hundred and Fifty Seven,2.ttf,1960,150
1202.jpg,Two Lakh,1.ttf,320,150
1203.jpg,Ninety Nine Crore Four Lakh,2.ttf,1080,150
1204.jpg,Ninety Seven Thousand Three Hundred and Sixty One,1.ttf,1960,150
1205.jpg,Forty Six Crore Ninety Four Lakh,2.ttf,1280,150
1206.jpg,Twenty Eight Thousand One Hundred and Seventy Five,3.ttf,2000,150
1207.jpg,Fifty Five Thousand and Eight,0.ttf,1160,150
1208.jpg,Sixty One Thousand Eight Hundred and Twenty,0.ttf,1720,150
1209.jpg,Sixty Thousand Seven Hundred and Forty One,3.ttf,1680,150
1210.jpg,Eighty Five Thousand Nine Hundred and Seventy Seven,3.ttf,2040,150
1211.jpg,Seventy Nine Crore Fifty Eight Lakh,0.ttf,1400,150
1212.jpg,Sixty Two Thousand One Hundred and Eighty Seven,1.ttf,1880,150
1213.jpg,Forty Eight Crore Forty One Lakh,1.ttf,1280,150
1214.jpg,Seven Thousand and One,3.ttf,880,150
1215.jpg,Thirty Seven Crore Seventy Two Lakh,3.ttf,1400,150
1216.jpg,Seventy Six Thousand Seven Hundred and Forty Six,2.ttf,1920,150
1217.jpg,Twelve Thousand One Hundred and Twenty Six,0.ttf,1680,150
1218.jpg,Fifty Six Crore Eighty Three Lakh,1.ttf,1320,150
1219.jpg,Fifty One Thousand Four Hundred and Thirty Three,3.ttf,1920,150
1220.jpg,Seventy Eight Thousand and Forty Two,3.ttf,1440,150
1221.jpg,Twenty Five Crore Three Lakh,1.ttf,1120,150
1222.jpg,Thirty Eight Crore Forty Four Lakh,0.ttf,1360,150
1223.jpg,Eighty Two Crore Thirty Two Lakh,1.ttf,1280,150
1224.jpg,Ninety Five Thousand and Sixty One,3.ttf,1360,150
1225.jpg,Ten Thousand Two Hundred and Thirty Two,2.ttf,1560,150
1226.jpg,Fifty Seven Crore Ninety Eight Lakh,1.ttf,1400,150
1227.jpg,Twenty Seven Thousand Four Hundred and Twenty One,0.ttf,1960,150
1228.jpg,Seventy Seven Thousand Nine Hundred and Fifty One,1.ttf,1960,150
1229.jpg,Sixty Nine Crore Twenty Seven Lakh,3.ttf,1360,150
1230.jpg,Sixty Nine Thousand One Hundred and Seven,0.ttf,1640,150
1231.jpg,Forty Two Thousand Eight Hundred and Sixty Eight,2.ttf,1920,150
1232.jpg,Seventy Six Thousand Seven Hundred and Two,0.ttf,1680,150
1233.jpg,Six Crore Twenty Eight Lakh,0.ttf,1080,150
1234.jpg,Twenty Four Thousand Five Hundred and Fifty Four,2.ttf,1920,150
1235.jpg,Ten Crore Sixty Six Lakh,3.ttf,960,150
1236.jpg,Fifty Nine Crore Thirty Nine Lakh,1.ttf,1320,150
1237.jpg,Forty Five Crore Eighty Three Lakh,2.ttf,1360,150
1238.jpg,Fifty Five Thousand Four Hundred and Sixty,3.ttf,1680,150
1239.jpg,Thirty Four Crore Eighty Eight Lakh,0.ttf,1400,150
1240.jpg,Seventeen Thousand and Forty Four,0.ttf,1320,150
1241.jpg,Twenty Nine Crore Seventy Eight Lakh,2.ttf,1440,150
1242.jpg,Eighty Thousand Nine Hundred and Twenty,3.ttf,1560,150
1243.jpg,Seventy Four Crore Forty Five Lakh,3.ttf,1360,150
1244.jpg,Twenty Crore Sixty Three Lakh,3.ttf,1160,150
1245.jpg,Eighty Seven Crore Three Lakh,1.ttf,1160,150
